date, massif, risque1, evolurisque1, loc1, altitude, risque2, evolurisque2, loc2, risque_maxi, commentaire
2022-05-22,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-05-21,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-05-20,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-05-19,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-05-18,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-05-17,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-05-16,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-05-15,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-05-14,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-05-13,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-05-12,ASPE-OSSAU,2,3,,,,,,3,Risque limité évoluant en Risque marqué.
2022-05-11,ASPE-OSSAU,1,,<2200,2200,2,3,>2200,3,Au-dessus de 2200 m : Risque limité évoluant en Risque marqué. En-dessous : Risque faible.
2022-05-10,ASPE-OSSAU,1,,<2000,2000,1,3,>2000,3,Au-dessus de 2000 m : Risque faible évoluant en cours de matinée en Risque marqué. En-dessous : Risque faible.
2022-05-09,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-05-08,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-05-07,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-05-06,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-05-05,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-05-04,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-05-02,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-05-01,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-04-30,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-04-29,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-04-28,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-04-27,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-04-26,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-04-25,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-04-24,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-04-23,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-04-22,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-04-21,ASPE-OSSAU,2,3,,,,,,3,Risque limité évoluant en Risque marqué.
2022-04-20,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-04-19,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-04-18,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-04-17,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-04-16,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-04-15,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-04-14,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-04-13,ASPE-OSSAU,2,,<2000,2000,3,,>2000,3,Au-dessus de 2000 m : Risque marqué. En-dessous : Risque limité.
2022-04-12,ASPE-OSSAU,2,,<2000,2000,3,,>2000,3,Au-dessus de 2000 m : Risque marqué. En-dessous : Risque limité.
2022-04-11,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-04-10,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-04-09,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-04-08,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-04-07,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-04-06,ASPE-OSSAU,2,3,,,,,,3,Risque limité évoluant en Risque marqué.
2022-04-05,ASPE-OSSAU,2,,<2000,2000,3,,>2000,3,Au-dessus de 2000 m : Risque marqué. En-dessous : Risque limité.
2022-04-04,ASPE-OSSAU,2,,<1900,1900,3,,>1900,3,Au-dessus de 1900 m : Risque marqué. En-dessous : Risque limité.
2022-04-03,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-04-02,ASPE-OSSAU,4,,,,,,,4,Risque fort.
2022-04-01,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-03-31,ASPE-OSSAU,4,,,,,,,4,Risque fort.
2022-03-30,ASPE-OSSAU,2,,<2100,2100,3,,>2100,3,Au-dessus de 2100 m : Risque marqué. En-dessous : Risque limité.
2022-03-29,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-03-28,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-03-27,ASPE-OSSAU,1,,<2400,2400,2,,>2400,2,Au-dessus de 2400 m : Risque limité. En-dessous : Risque faible.
2022-03-26,ASPE-OSSAU,1,,<2200,2200,2,,>2200,2,Au-dessus de 2200 m : Risque limité. En-dessous : Risque faible.
2022-03-25,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-03-24,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-03-23,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-03-22,ASPE-OSSAU,3,,S,,2,,N,3,Risque limité au Nord- Risque marqué au Sud.
2022-03-21,ASPE-OSSAU,3,,S,,2,,N,3,Risque limité au Nord- Risque marqué au Sud.
2022-03-20,ASPE-OSSAU,3,,S,,2,,N,3,Risque limité au Nord- Risque marqué au Sud.
2022-03-19,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-03-18,ASPE-OSSAU,2,3,,,,,,3,Risque limité évoluant en Risque marqué.
2022-03-17,ASPE-OSSAU,2,,<2400,2400,3,,>2400,3,Au-dessus de 2400 m : Risque marqué. En-dessous : Risque limité.
2022-03-16,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-03-15,ASPE-OSSAU,3,,S,,2,,N,3,Risque limité au Nord- Risque marqué au Sud.
2022-03-14,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-03-13,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-03-12,ASPE-OSSAU,2,,<2000,2000,3,,>2000,3,Au-dessus de 2000 m : Risque marqué. En-dessous : Risque limité.
2022-03-11,ASPE-OSSAU,2,,<2000,2000,3,,>2000,3,Au-dessus de 2000 m : Risque marqué. En-dessous : Risque limité.
2022-03-10,ASPE-OSSAU,2,,<2200,2200,3,,>2200,3,Au-dessus de 2200 m : Risque marqué. En-dessous : Risque limité.
2022-03-09,ASPE-OSSAU,2,,<2200,2200,3,,>2200,3,Au-dessus de 2200 m : Risque marqué. En-dessous : Risque limité.
2022-03-08,ASPE-OSSAU,3,,S,,2,,N,3,Risque limité au Nord- Risque marqué au Sud.
2022-03-07,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-03-06,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-03-05,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-03-04,ASPE-OSSAU,2,,<2000,2000,3,,>2000,3,Au-dessus de 2000 m : Risque marqué. En-dessous : Risque limité.
2022-03-03,ASPE-OSSAU,2,3,,,,,,3,Risque limité évoluant en Risque marqué.
2022-03-02,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-03-01,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-28,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-27,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-26,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-25,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-24,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-23,ASPE-OSSAU,1,,<2100,2100,2,,>2100,2,Au-dessus de 2100 m : Risque limité. En-dessous : Risque faible.
2022-02-22,ASPE-OSSAU,1,,<2100,2100,2,,>2100,2,Au-dessus de 2100 m : Risque limité. En-dessous : Risque faible.
2022-02-21,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-02-20,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-02-19,ASPE-OSSAU,1,,<2500,2500,2,,>2500,2,Au-dessus de 2500 m : Risque limité. En-dessous : Risque faible.
2022-02-18,ASPE-OSSAU,2,,<2500,2500,3,,>2500,3,Au-dessus de 2500 m : Risque marqué. En-dessous : Risque limité.
2022-02-17,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-02-16,ASPE-OSSAU,2,,<2400,2400,3,,>2400,3,Au-dessus de 2400 m : Risque marqué. En-dessous : Risque limité.
2022-02-15,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-02-14,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-02-13,ASPE-OSSAU,3,,S,,2,,N,3,Risque limité au Nord des massifs- Risque marqué au Sud des massifs
2022-02-12,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-02-11,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-10,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-09,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-08,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-02-07,ASPE-OSSAU,1,,<2500,2500,2,,>2500,2,Au-dessus de 2500 m : Risque limité. En-dessous : Risque faible.
2022-02-06,ASPE-OSSAU,1,,<2500,2500,2,,>2500,2,Au-dessus de 2500 m : Risque limité. En-dessous : Risque faible.
2022-02-05,ASPE-OSSAU,1,,<2400,2400,2,,>2400,2,Au-dessus de 2400 m : Risque limité. En-dessous : Risque faible.
2022-02-04,ASPE-OSSAU,1,,<2400,2400,2,,>2400,2,Au-dessus de 2400 m : Risque limité. En-dessous : Risque faible.
2022-02-03,ASPE-OSSAU,1,,<2400,2400,2,,>2400,2,Au-dessus de 2400 m : Risque limité. En-dessous : Risque faible.
2022-02-02,ASPE-OSSAU,1,,<2400,2400,2,,>2400,2,Au-dessus de 2400 m : Risque limité. En-dessous : Risque faible.
2022-02-01,ASPE-OSSAU,1,,<2200,2200,2,,>2200,2,Au-dessus de 2200 m : Risque limité. En-dessous : Risque faible.
2022-01-31,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-01-30,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-01-29,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-01-28,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-01-27,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-01-26,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2022-01-25,ASPE-OSSAU,1,,<2300,2300,2,,>2300,2,Au-dessus de 2300 m : Risque limité. En-dessous : Risque faible.
2022-01-24,ASPE-OSSAU,1,,<2300,2300,2,,>2300,2,Au-dessus de 2300 m : Risque limité. En-dessous : Risque faible.
2022-01-23,ASPE-OSSAU,1,,<2300,2300,2,,>2300,2,Au-dessus de 2300 m : Risque limité. En-dessous : Risque faible.
2022-01-22,ASPE-OSSAU,1,,<2300,2300,2,,>2300,2,Au-dessus de 2300 m : Risque limité. En-dessous : Risque faible.
2022-01-21,ASPE-OSSAU,1,,<2300,2300,2,,>2300,2,Au-dessus de 2300 m : Risque limité. En-dessous : Risque faible.
2022-01-20,ASPE-OSSAU,1,,<2300,2300,2,,>2300,2,Au-dessus de 2300 m : Risque limité. En-dessous : Risque faible.
2022-01-19,ASPE-OSSAU,1,,<2300,2300,2,,>2300,2,Au-dessus de 2300 m : Risque limité. En-dessous : Risque faible.
2022-01-18,ASPE-OSSAU,1,,<2300,2300,2,,>2300,2,Au-dessus de 2300 m : Risque limité. En-dessous : Risque faible.
2022-01-17,ASPE-OSSAU,1,,<2300,2300,2,,>2300,2,Au-dessus de 2300 m : Risque limité. En-dessous : Risque faible.
2022-01-16,ASPE-OSSAU,1,,<2200,2200,2,,>2200,2,Au-dessus de 2200 m : Risque limité. En-dessous : Risque faible.
2022-01-15,ASPE-OSSAU,1,,<2200,2200,2,,>2200,2,Au-dessus de 2200 m : Risque limité. En-dessous : Risque faible.
2022-01-14,ASPE-OSSAU,1,,<2200,2200,2,,>2200,2,Au-dessus de 2200 m : Risque limité. En-dessous : Risque faible.
2022-01-13,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2022-01-12,ASPE-OSSAU,1,2,<2200,2200,3,,>2200,3,Au-dessus de 2200 m : Risque marqué. En-dessous : Risque faible évoluant en Risque limité.
2022-01-11,ASPE-OSSAU,1,2,<2300,2300,3,,>2300,3,Au-dessus de 2300 m : Risque marqué. En-dessous : Risque faible évoluant en Risque limité.
2022-01-10,ASPE-OSSAU,3,2,<2000,2000,4,3,>2000,4,Au-dessus de 2000 m : Risque fort évoluant en Risque marqué. En-dessous : Risque marqué évoluant en Risque limité.
2022-01-09,ASPE-OSSAU,4,,,,,,,4,Risque fort.
2022-01-08,ASPE-OSSAU,3,4,,,,,,4,Risque marqué évoluant en Risque fort dimanche soir.
2022-01-07,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-01-06,ASPE-OSSAU,2,3,,,,,,3,Risque limité évoluant en Risque marqué.
2022-01-05,ASPE-OSSAU,2,,S,,3,,N,3,Risque marqué au Nord- Risque limité au Sud.
2022-01-04,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2022-01-03,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-01-02,ASPE-OSSAU,1,2,,,,,,2,Risque faible évoluant en Risque limité.
2022-01-01,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-31,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-30,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-29,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-28,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2021-12-27,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2021-12-26,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-25,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-24,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-23,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-22,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-21,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-20,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-19,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-18,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-17,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-16,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-15,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-14,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-12-13,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2021-12-12,ASPE-OSSAU,2,,<2400,2400,3,,>2400,3,Au-dessus de 2400 m : Risque marqué. En-dessous : Risque limité.
2021-12-11,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2021-12-10,ASPE-OSSAU,4,3,,,,,,4,Risque fort évoluant en samedi matin en Risque marqué.
2021-12-09,ASPE-OSSAU,5,4,,,,,,5,Risque très fort soirée et nuit évoluant en Risque fort.
2021-12-08,ASPE-OSSAU,3,4,,,,,,4,Risque marqué évoluant en Risque fort.
2021-12-07,ASPE-OSSAU,2,,<2200,2200,3,,>2200,3,Au-dessus de 2200 m : Risque marqué. En-dessous : Risque limité.
2021-12-06,ASPE-OSSAU,4,3,,,,,,4,Risque fort évoluant en Risque marqué.
2021-12-05,ASPE-OSSAU,5,4,,,,,,5,Risque très fort évoluant lundi matin Risque fort.
2021-12-04,ASPE-OSSAU,4,,,,,,,4,Risque fort.
2021-12-03,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2021-12-02,ASPE-OSSAU,3,,,,,,,3,Risque marqué.
2021-12-01,ASPE-OSSAU,2,,<1800,1800,3,,>1800,3,Au-dessus de 1800 m : Risque marqué. En-dessous : Risque limité.
2021-11-30,ASPE-OSSAU,2,,<1800,1800,3,,>1800,3,Au-dessus de 1800 m : Risque marqué. En-dessous : Risque limité.
2021-11-29,ASPE-OSSAU,4,,,,,,,4,Risque fort.
2021-11-28,ASPE-OSSAU,4,,,,,,,4,Risque fort.
2021-11-27,ASPE-OSSAU,3,4,,,,,,4,Risque marqué évoluant en Risque fort.
2021-11-26,ASPE-OSSAU,2,3,,,,,,3,Risque limité évoluant l'après-midi en Risque marqué.
2021-11-25,ASPE-OSSAU,1,,<2000,2000,2,,>2000,2,Au-dessus de 2000 m : Risque limité. En-dessous : Risque faible.
2021-11-24,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-23,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-22,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-21,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-20,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-19,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-18,ASPE-OSSAU,1,,<2400,2400,2,,>2400,2,Au-dessus de 2400 m : Risque limité. En-dessous : Risque faible.
2021-11-17,ASPE-OSSAU,1,,<2400,2400,2,,>2400,2,Au-dessus de 2400 m : Risque limité. En-dessous : Risque faible.
2021-11-16,ASPE-OSSAU,1,,<2200,2200,2,,>2200,2,Au-dessus de 2200 m : Risque limité. En-dessous : Risque faible.
2021-11-15,ASPE-OSSAU,1,,<2100,2100,2,,>2100,2,Au-dessus de 2100 m : Risque limité. En-dessous : Risque faible.
2021-11-14,ASPE-OSSAU,2,,,,,,,2,Risque limité.
2021-11-13,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-12,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-11,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-10,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-09,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-08,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-07,ASPE-OSSAU,1,,<2500,2500,2,,>2500,2,Au-dessus de 2500 m : Risque limité. En-dessous : Risque faible.
2021-11-06,ASPE-OSSAU,1,,<2400,2400,2,,>2400,2,Au-dessus de 2400 m : Risque limité. En-dessous : Risque faible.
2021-11-05,ASPE-OSSAU,1,,<1800,1800,2,,>1800,2,Au-dessus de 1800 m : Risque limité. En-dessous : Risque faible.
2021-11-04,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-03,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-11-02,ASPE-OSSAU,1,,,,,,,1,Risque faible.
2021-10-22,ASPE-OSSAU,1,,,,,,,1,Risque faible.
